암호화요양기호,요양기관명,교통편명,노선번호,하차지점,방향,거리,비고
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDQjJDgz,길한의원,마을버스,7-2,상대원시장,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz,연세센트럴치과의원,시내버스,"2,2-1,200,220,240,3-1,302,303,330,407,462,5,50",중앙시장 하차,,도보 3분,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz,연세센트럴치과의원,지하철,분당선,태평역,2번출구 구시청방향,도보 5-10분,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,지하철,신분당선,5번출구,파크뷰아파트 방향,500m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,지하철,분당선,4번출구,파크뷰아파트 방향,700m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,102,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,1116,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,1303,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,15,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,220,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,250,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,300,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,380,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,390,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,520,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,5500-1,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,730,두산위브제니스,파크뷰아파트 방향,200m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,시내버스,9414,두산위브제니스,파크뷰아파트 방향,200m,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,노블정형외과의원,시내버스,350,"판교청소년수련관,종합사회복지관",,,시내버스
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,노블정형외과의원,마을버스,누리3,"판교청소년수련관,종합사회복지관",,,마을버스
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,노블정형외과의원,시내버스,32,"판교청소년수련관,종합사회복지관",,,시내버스
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,노블정형외과의원,시외/고속버스,9004,"판교청소년수련관,종합사회복지관",,,직행
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,노블정형외과의원,시외/고속버스,1303,"판교청소년수련관,종합사회복지관",,,직행
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,노블정형외과의원,시외/고속버스,9003,"판교청소년수련관,종합사회복지관",,,직행
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,노블정형외과의원,시외/고속버스,9007,"판교청소년수련관,종합사회복지관",,,직행
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,노블정형외과의원,시외/고속버스,9507,"판교청소년수련관,종합사회복지관",,,직행
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,탑플란트치과의원,지하철,8호선,신흥역,이마트 성남점 방향,750m,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,탑플란트치과의원,지하철,분당선,태평역,이마트 성남점 방향,1300m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,노블진내과의원,지하철,분당선,미금역,2번출구,100미터,"골드프라자3층 (1층에 종로약국, 2층에 국민은행, 5층 미금사우나)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,노블진내과의원,지하철,신분당선,미금역,2번출구,100미터,"골드프라자3층 (1층에 종로약국, 2층에 국민은행, 5층 미금사우나)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz,콕마취통증의학과의원,지하철,분당선,7번출구,직진,50M,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,위례센트럴요양병원,지하철,8호선,남위례역,위례119안전센터방향,350,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,그랜드비뇨의학과의원,시내버스,"5번,380번,390번,9007번",병원앞 판교역 1번출구 정류소,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,그랜드비뇨의학과의원,마을버스,"32번,71번,72번,73번,74번,75번,812번,602-1번,602-2번",병원앞 판교역 1번출구 정류소,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,연플러스치과의원,시내버스,9407,건영상가,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,연플러스치과의원,시내버스,"350,340,330","건영,태영아파트앞",,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz,파워비뇨의학과의원,지하철,수인분당선,정자역 4번 출구,정자역부동산 방향직진,70M,왼쪽 시그마타워 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz,파워비뇨의학과의원,지하철,신분당선,정자역 5번 출구,산타마리24 의원 지나 직진,70M,오른쪽 시그마타워 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz,파워비뇨의학과의원,자가용,수내에서 정자역방향,"김밥나라 ,정자역부동산 방향으로 우회전",왕십리 닭곰탕 콘트란쉐리에 사이골목으로 우회전,,건물 뒤편에 시그마타워 주차장 위치
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,미금더튼튼의원,지하철,분당선,미금역,"1번, 2번출구",바로 앞,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,금동소아청소년과의원,지하철,8호선,단대오거리역,1번출입구,20m,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,카리스요양병원,마을버스,3,분당등기소,,,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,카리스요양병원,마을버스,3-2,분당등기소,,,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,카리스요양병원,시내버스,2-1,양영 디지털 고등학교,분당등기소 방향( 미래타운방향),500m,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,카리스요양병원,시내버스,370,양영 디지털 고등학교,분당등기소 방향(미래타운방향),500m,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,카리스요양병원,지하철,서현역,AK플라자 2층,"마을버스 3, 3-2 탑승",버스로 10분거리,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,카리스요양병원,자가용,,,경기도 성남시 분당구 서현동 306-5,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,서울나란이치과의원,시내버스,50번,신흥 시장,산성역 방향,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,서울나란이치과의원,시내버스,200번,신흥 시장,산성역 방향,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,서울나란이치과의원,시내버스,220번,신흥 시장,산성역 방향,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,신흥한의원,시내버스,220,수정구청,산성역,2미터,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,신흥한의원,시내버스,50,수정구청,산성역,2미터,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,신흥한의원,시내버스,2,수정구청,산성역,2미터,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,신흥한의원,시내버스,88,수정구청,산성역,2미터,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,연세플러스내과의원,시내버스,200,삼성생명,구.시청방향,10m,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,연세플러스내과의원,시내버스,240,삼성생명,구.시청방향,10m,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,단대오거리정형외과의원,지하철,8호선,단대오거리역,2번출구 단대전통시장방향,100m,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,심미치과의원,마을버스,3,올림픽스포츠센타 한양아파트앞,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,심미치과의원,시내버스,520,올림픽스포츠센타 한양아파트앞,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,심미치과의원,지하철,분당선,서현역,2번출구,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,심미치과의원,마을버스,3-1,올림픽스포츠센타 한양아파트앞,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,심미치과의원,자가용,,,시범단지 국민은행앞(한양아파트),,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,엠디원치과의원,지하철,분당선,서현역,1번출구 좌측방향 50m,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,해바라기한의원,지하철,분당선,야탑역,1번출구,광장,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,산성예스치과의원,시내버스,60,산성동행정복지센터,,50m,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,산성예스치과의원,마을버스,88,셀레스빌 아파트,,50m,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,산성예스치과의원,마을버스,88-1,셀레스빌 아파트,,50m,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,시내버스,"1116, 116-3,15, 2, 222, 250, 300, 320, 380, 390,",미금역 1번출구,병원앞,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,시내버스,"2,222,250,300",미금역 1번출구,병원앞,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,시내버스,"320,380,390,500",미금역 1번출구,병원앞,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,시내버스,"730,820",미금역 1번출구,병원앞,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,기타,"102,1303,2003",미금역,직행버스,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,기타,"3500,5500-1",미금역,직행버스,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,기타,"7007-1,9414",미금역,직행버스,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,기타,"5200,5400",미금역,공항버스,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,기타,"8100,8101",미금역,급행버스,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,기타,"8106, 8109",미금역,급행버스,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,기타,M 4102,미급역,급행 M,,미도프라자 6층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,조인정형외과의원,시내버스,"520,720,720-1,720-1A",미금역 1번출구,병원앞,,미도프라자 6층
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,지하철,8호선,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,452,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,4419,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,240,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,30,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,30-1,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,33-1,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,340,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,51,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,55,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,6,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,70,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,720,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시내버스,720-1,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,시외/고속버스,333,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,마을버스,10,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,경희대인한의원,마을버스,10-1,"남한산성입구역,법원검찰청",2번출구 앞 산성빌딩,10m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,참내과의원,지하철,8호선,단대오거리역,4번출구,100미터,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,산성예스치과의원,시내버스,220,셀레스빌 아파트,,50m,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,산성예스치과의원,시내버스,330,셀레스빌 아파트,,50m,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,산성예스치과의원,시내버스,52,산성동행정복지센터,,50m,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz,분당현피부과의원,지하철,분당선,미금역,"구미1동주민센터,구미동우체국,오리초등학교",,"미금역3,4번출구"
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,바른세상병원,시내버스,220,야탑역,야탑역 3번출구 킴스클럽 방향,200m,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,바른세상병원,시내버스,222,야탑역,야탑역 3번출구 킴스클럽 방향,200m,
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,순천의료재단 성남정병원,지하철,수인분당선,태평역 3번출구,성남중앙공설시장 방향,40m,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,신영피부과의원,지하철,분당선,야탑역,,100M이내,야탑역 1번 출구
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQyIyQ1IyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,분당정자굿본재활의학과의원,지하철,수인분당선,정자역,3번 출구,300M,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQyIyQ1IyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,분당정자굿본재활의학과의원,지하철,신분당선,정자역,3번 출구,300M,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,3대정이비인후과의원,시내버스,57,야탑역,야탑역2번출구 국민은행,30m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,3대정이비인후과의원,시내버스,90,야탑역,야탑역2번출구 국민은행,30m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,3대정이비인후과의원,시내버스,222,야탑역,야탑역2번출구 국민은행,30m,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,3대정이비인후과의원,시내버스,50,야탑역,야탑역2번출구 국민은행,30m,
