암호화요양기호,요양기관명,기타인력코드,기타인력코드명,기타인력수
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,서울시원한마취통증의학과의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,성남척척통증의학과의원,100,물리치료사,4
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE0ODEjNDEjJDEjJDQjJDgz,등마루신경외과의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,나드라의원,100,물리치료사,16
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjODEjJDEjJDYjJDgz,한사랑정형외과의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,이즈메디의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,연세힐마취통증의학과의원,100,물리치료사,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQ0NjE0ODEjODEjJDEjJDIjJDgz,늘바른정형외과의원,100,물리치료사,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,삼성마취통증의학과의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQwMyQzNjE0ODEjNjEjJDEjJDAjJDgz,바로힐마취통증의학과의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,위례민정형외과의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,위례리본정형외과의원,100,물리치료사,6
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,서울연합의원 한의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,삼성마디탑정형외과의원,100,물리치료사,8
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNTEjJDEjJDIjJDgz,서울마디튼튼재활의학과의원,100,물리치료사,7
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,아폴로신경외과의원,100,물리치료사,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjODEjJDEjJDYjJDgz,삼성통증의학과의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,분당참재활의학과의원,100,물리치료사,3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,분당제일마디의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,위례삼성정형외과의원,100,물리치료사,6
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,고든정형외과의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,서울용마취통증의학과의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,연세탑정형외과의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,모란서울통정형외과의원,100,물리치료사,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz,시니어스의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz,튼튼마디의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,모란마취통증의학과의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,이안정형외과의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,세계로 신경외과의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz,미금본닥터정형외과의원,100,물리치료사,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,양지바른정형외과의원,100,물리치료사,3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDQjJDgz,삼성으뜸정형외과의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,메리놀정형외과의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,바른힐정형외과의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEyMjIjODEjJDEjJDYjJDgz,분당서울재활의학과의원,100,물리치료사,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjE0ODEjNjEjJDEjJDgjJDgz,다온정형외과의원,100,물리치료사,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,분당성모정형외과의원,100,물리치료사,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,더바른정형외과의원,100,물리치료사,3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,서현바른정형외과의원,100,물리치료사,8
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,위드본의원,100,물리치료사,3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,미금더튼튼의원,100,물리치료사,7
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,분당바른의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz,서울중앙의원,100,물리치료사,3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNTEjJDEjJDYjJDgz,판교이엠365의원,100,물리치료사,4
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjODEjJDEjJDIjJDgz,본척척재활의학과의원,100,물리치료사,4
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,위례퍼스트정형외과의원,100,물리치료사,8
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,성남근본마취통증의학과의원,100,물리치료사,3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,고려탑신경외과의원,100,물리치료사,8
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQxMyQyNjEyMjIjNTEjJDEjJDIjJDgz,바로튼튼365의원,100,물리치료사,4
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQyIyQ1IyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,분당정자굿본재활의학과의원,100,물리치료사,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,분당서울마취통증의학과의원,100,물리치료사,4
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjNTEjJDEjJDIjJDgz,서현마디튼튼재활의학과의원,100,물리치료사,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz,분당수내365의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjODEjJDEjJDIjJDgz,삼성활력마디의원,100,물리치료사,4
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,분당삼성정형외과의원,100,물리치료사,6
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz,연세마스터정형외과의원,100,물리치료사,3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,판교새로튼튼재활의학과의원,100,물리치료사,6
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,단대오거리정형외과의원,100,물리치료사,6
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQyIyQ3IyQwMCQzNjEwMDIjODEjJDEjJDYjJDgz,분당슬기로운마취통증의학과의원,100,물리치료사,3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDQjJDgz,연세정석정형외과의원,100,물리치료사,7
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,서현탑정형외과의원,100,물리치료사,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,연세가정의원,200,사회복지사,1
